state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	cohort	surface	final_context_recipe	state_marker_sequence	effective_action_roots	effective_argument_roots	context_mode_card_id	context_mode	action_carry	action_source_type	action_source_event_id	action_source_card_distance	action_scope_frame_id	action_scope_kind	action_scope_phrase_de	argument_carry	argument_source_type	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	control_action_context_witness	gdt568_action_voice_clause_de	context_voice_working_clause_de	owner_bound_control_clause_de	gdt568_owner_action_chain_de	context_voice_action_chain_de	context_voice_changed	state_atom_alignment	guard
1408	G407-E4256	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	chol	OL	OL	K	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4255	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Weiter: gib den Drogenposten zu.	Weiter im laufenden Gang: gib denselben Drogenposten zu.	Weiter im laufenden Gang gib den Drogenposten [wie zuvor] zu.	gib den Drogenposten zu	gib denselben Drogenposten zu	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1409	G407-E4258	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	chol	OL	OL	K	AIIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4255	3	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	YES	Weiter: gib den Mengenwert zu.	Weiter im laufenden Gang: gib denselben Mengenwert zu.	Weiter im laufenden Gang gib den Mengenwert [wie zuvor] zu.	gib den Mengenwert zu	gib denselben Mengenwert zu	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1410	G407-E4260	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	koldam	K+OL+DY	OL+DY	K	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4260	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	NOT_APPLICABLE	Weiter: gib den Mengenwert zu; schließe den Schritt.	Weiter: gib denselben Mengenwert zu; schließe den Schritt.	Weiter gib den Mengenwert [wie zuvor] zu; schließe den Schritt.	gib den Mengenwert zu	gib denselben Mengenwert zu	YES	1:K=geben | 2:OL=weiter | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1411	G407-E4261	G407-S679	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	olcheol	OL+CH+E+O+DY	OL+DY	CH	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4261	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	NOT_APPLICABLE	Weiter: nimm den Mengenwert; auf Grad I; zur Ausführung; schließe den Schritt.	Weiter: nimm denselben Mengenwert; auf Grad I; zur Ausführung; schließe den Schritt.	Weiter nimm den Mengenwert [wie zuvor]; auf Grad I und als Ausführung; schließe den Schritt.	nimm den Mengenwert	nimm denselben Mengenwert	YES	1:OL=weiter | 2:CH=nehmen | 3:E=auf Grad I | 4:O=zur Ausführung | 5:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1412	G407-E4262	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	dol	D_ADDR+OL	OL	CH	AIIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	YES	Weiter: nimm den Mengenwert; an der bezeichneten Stelle.	Weiter im laufenden Gang: nimm denselben Mengenwert; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Mengenwert [wie zuvor]; an der bezeichneten Stelle.	nimm den Mengenwert	nimm denselben Mengenwert	YES	1:D_ADDR=hier | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1413	G407-E4265	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	ol	OL	OL	S	AIIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4264	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	YES	Weiter: wähle den Mengenwert.	Weiter im laufenden Gang: wähle denselben Mengenwert.	Weiter im laufenden Gang wähle den Mengenwert [wie zuvor].	wähle den Mengenwert	wähle denselben Mengenwert	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1414	G407-E4272	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	qokeol	OK+E+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4272	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1415	G407-E4277	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	OLD26_GDT407	qokol	OK+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4277	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1416	G407-E4293	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	kolches	OL+Y	OL	NONE	Y	GDT569-C01	LOCAL_EXPLICIT	NO	NO_ACTION	G407-E4293	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: Bezug auf den Drogenposten.	Weiter: Bezug auf den Drogenposten.	Weiter Bezug: den Drogenposten.	NONE	NONE	NO	1:OL=weiter | 2:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1417	G407-E4294	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	sheol	SH+E+OL	OL	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4294	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: halte den Drogenposten; auf Grad I.	Weiter: halte denselben Drogenposten; auf Grad I.	Weiter halte den Drogenposten [wie zuvor]; auf Grad I.	halte den Drogenposten	halte denselben Drogenposten	YES	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1418	G407-E4298	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	opcheol	O+P+CH+E+OL	OL	P|CH	OR	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4298	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	OR	die Ansatzeinheit	dieselbe Ansatzeinheit	2	2	NOT_APPLICABLE	Weiter: setze die Ansatzeinheit ein und nimm die Ansatzeinheit; zur Ausführung; auf Grad I.	Weiter: setze dieselbe Ansatzeinheit ein und nimm dieselbe Ansatzeinheit; zur Ausführung; auf Grad I.	Weiter setze die Ansatzeinheit [wie zuvor] ein und nimm die Ansatzeinheit [wie zuvor]; als Ausführung und auf Grad I.	setze die Ansatzeinheit ein und nimm die Ansatzeinheit	setze dieselbe Ansatzeinheit ein und nimm dieselbe Ansatzeinheit	YES	1:O=zur Ausführung | 2:P=einsetzen | 3:CH=nehmen | 4:E=auf Grad I | 5:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1419	G407-E4299	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	shody	SH+O+DY	DY	SH	OR	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4299	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	OR	die Ansatzeinheit	dieselbe Ansatzeinheit	1	1	NOT_APPLICABLE	Halte die Ansatzeinheit; zur Ausführung; schließe den Schritt.	Halte dieselbe Ansatzeinheit; zur Ausführung; schließe den Schritt.	Halte die Ansatzeinheit [wie zuvor]; als Ausführung; schließe den Schritt.	halte die Ansatzeinheit	halte dieselbe Ansatzeinheit	YES	1:SH=halten | 2:O=zur Ausführung | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1420	G407-E4300	G407-S682	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	sholdy	SH+OL+D_ADDR+Y	OL	SH	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4300	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: halte den Drogenposten; an der bezeichneten Stelle.	Weiter: halte den Drogenposten; an der bezeichneten Stelle.	Weiter halte den Drogenposten; an der bezeichneten Stelle.	halte den Drogenposten	halte den Drogenposten	NO	1:SH=halten | 2:OL=weiter | 3:D_ADDR=hier | 4:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1421	G407-E4303	G407-S682	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	oldy	OL+DY	OL+DY	OK	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4301	2	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Weiter: setze den Drogenposten als Ansatz an; schließe den Schritt.	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an; schließe den Schritt.	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; schließe den Schritt.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OL=weiter | 2:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1422	G407-E4305	G407-S683	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	ytoldy	OL+DY	OL+DY	SH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4304	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Weiter: halte den Drogenposten; schließe den Schritt.	Weiter im laufenden Gang: halte denselben Drogenposten; schließe den Schritt.	Weiter im laufenden Gang halte den Drogenposten [wie zuvor]; schließe den Schritt.	halte den Drogenposten	halte denselben Drogenposten	YES	1:OL=weiter | 2:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1423	G407-E4309	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	keol	K+E+OL	OL	K	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4309	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	NOT_APPLICABLE	Weiter: gib den Mengenwert zu; auf Grad I.	Weiter: gib denselben Mengenwert zu; auf Grad I.	Weiter gib den Mengenwert [wie zuvor] zu; auf Grad I.	gib den Mengenwert zu	gib denselben Mengenwert zu	YES	1:K=geben | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1424	G407-E4314	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	okeol	OK+E+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4314	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1425	G407-E4316	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	ykeody	Y+K+E+O+DY	DY	K	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4316	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Gib den Drogenposten zu; auf Grad I; zur Ausführung; schließe den Schritt.	Gib den Drogenposten zu; auf Grad I; zur Ausführung; schließe den Schritt.	Gib den Drogenposten zu; auf Grad I und als Ausführung; schließe den Schritt.	gib den Drogenposten zu	gib den Drogenposten zu	NO	1:Y=den Posten | 2:K=geben | 3:E=auf Grad I | 4:O=zur Ausführung | 5:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1426	G407-E4320	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	okeol	OK+E+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4320	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1427	G407-E4323	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	yokeeol	Y+OK+EE+OL	OL	OK	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4323	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Drogenposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an; auf Grad II.	Weiter: setze den Drogenposten als Ansatz an; auf Grad II.	Weiter setze den Drogenposten als Ansatz an; auf Grad II.	setze den Drogenposten als Ansatz an	setze den Drogenposten als Ansatz an	NO	1:Y=den Posten | 2:OK=setzen | 3:EE=auf Grad II | 4:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1428	G407-E4326	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	qokeol	OK+E+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4326	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1429	G407-E4332	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	qokeol	OK+E+OL	OL	OK	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4332	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	NOT_APPLICABLE	Weiter: setze den Mengenwert als Ansatz an; auf Grad I.	Weiter: setze denselben Mengenwert als Ansatz an; auf Grad I.	Weiter setze den Mengenwert [wie zuvor] als Ansatz an; auf Grad I.	setze den Mengenwert als Ansatz an	setze denselben Mengenwert als Ansatz an	YES	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1430	G407-E4336	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	oteos	OT+E+O+S_ADDR	OT	S	AIIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4335	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	YES	Danach: wähle den Mengenwert; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	Danach im laufenden Gang: wähle denselben Mengenwert; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	Danach im laufenden Gang wähle den Mengenwert [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	wähle den Mengenwert	wähle denselben Mengenwert	YES	1:OT=danach | 2:E=auf Grad I | 3:O=zur Ausführung | 4:S_ADDR=hier	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1431	G407-E4339	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	sheol	SH+E+OL	OL	SH	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4339	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	NOT_APPLICABLE	Weiter: halte den Mengenwert; auf Grad I.	Weiter: halte denselben Mengenwert; auf Grad I.	Weiter halte den Mengenwert [wie zuvor]; auf Grad I.	halte den Mengenwert	halte denselben Mengenwert	YES	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1432	G407-E4346	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	chol	OL	OL	OK	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4345	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Weiter: setze den Drogenposten als Ansatz an.	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1433	G407-E4350	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	qol	OL	OL	K	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4348	2	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Weiter: gib den Drogenposten zu.	Weiter im laufenden Gang: gib denselben Drogenposten zu.	Weiter im laufenden Gang gib den Drogenposten [wie zuvor] zu.	gib den Drogenposten zu	gib denselben Drogenposten zu	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1434	G407-E4357	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	dol	D_ADDR+OL	OL	R	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4354	3	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	YES	Weiter: markiere den Drogenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang: markiere denselben Drogenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang markiere den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	markiere den Drogenposten	markiere denselben Drogenposten	YES	1:D_ADDR=hier | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1435	G407-E4369	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	qokol	OK+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4369	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1436	G407-E4376	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	qokeol	OK+E+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E4376	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Drogenposten	denselben Drogenposten	1	1	NOT_APPLICABLE	Weiter: setze den Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.	setze den Drogenposten als Ansatz an	setze denselben Drogenposten als Ansatz an	YES	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1437	G407-E4390	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	ol	OL	OL	R	AIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4386	4	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIN	den Drogenanteil	denselben Drogenanteil	1	1	YES	Weiter: markiere den Drogenanteil.	Weiter im laufenden Gang: markiere denselben Drogenanteil.	Weiter im laufenden Gang markiere den Drogenanteil [wie zuvor].	markiere den Drogenanteil	markiere denselben Drogenanteil	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1438	G407-E4393	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	OLD26_GDT407	ol	OL	OL	R	AIIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E4386	7	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIIN	den Mengenwert	denselben Mengenwert	1	1	YES	Weiter: markiere den Mengenwert.	Weiter im laufenden Gang: markiere denselben Mengenwert.	Weiter im laufenden Gang markiere den Mengenwert [wie zuvor].	markiere den Mengenwert	markiere denselben Mengenwert	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1439	G407-E4399	G407-S686	f95v	HERBAL	F95V_WHOLE_PLANT	OLD26_GDT407	tchody	T+CH+O+DY	DY	T|CH	NONE	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E4399	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	NO_ARGUMENT	NONE	NONE	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Stelle ein und nimm; zur Ausführung; schließe den Schritt.	Stelle ein und nimm; zur Ausführung; schließe den Schritt.	Stelle ein und nimm; als Ausführung; schließe den Schritt.	stelle ein und nimm	stelle ein und nimm	NO	1:T=einstellen | 2:CH=nehmen | 3:O=zur Ausführung | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
