component_recipe	register	event_count	owner_count	context_state_key_count	distinct_clause_count	context_required	naive_first_event_id	naive_first_clause_mismatch_count	safe_context_free_reading_de
Y+D_ADDR+AIR	HERBAL	1	1	1	1	NO	G407-E0453	0	Posten entlang der Bahn hier.
Y+D_ADDR+AIR	PHARMA	1	1	1	1	NO	G407-E4398	0	Posten entlang der Bahn hier.
Y+D_ADDR+AR	HERBAL	1	1	1	1	NO	G407-E0445	0	Posten vom Ausgang hier.
Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0046	0	Halte den Posten und den Posten vom Ausgang hier, hier und mit der lokalen Variante.
Y+D_ADDR+CH+O+S	CELESTIAL	1	1	1	1	NO	G407-E0919	0	Nimm den Posten; wähle den Posten als Ausführung hier.
Y+D_ADDR+O+IIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0170	0	Führe den Posten aus auf der bezeichneten Stufe hier.
Y+D_ADDR+OL+Y	CELESTIAL	1	1	1	1	NO	G407-E1000	0	Äußerer Posten; innerer Posten.
Y+E+K+EE+S	CELESTIAL	1	1	1	1	NO	G407-E0981	0	Gib den Posten; wähle den Posten auf Grad I und auf Grad II.
Y+K	BIOLOGICAL	1	1	1	1	NO	G407-E1428	0	Gib den Posten.
Y+K+AIIN	BIOLOGICAL	2	2	1	1	NO	G407-E2640	0	Gib den Posten und den Wert.
Y+K+AIIN	HERBAL	2	1	1	1	NO	G407-E0729	0	Gib den Posten und den Wert.
Y+K+AIIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0025	0	Gib den Posten und den Wert.
Y+K+AIN	HERBAL	3	1	1	1	NO	G407-E0723	0	Gib den Posten und den Anteil.
Y+K+AIR	HERBAL	1	1	1	1	NO	G407-E0731	0	Gib den Posten entlang der Bahn.
Y+K+AL	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0002	0	Gib den Posten am Zielort.
Y+K+AL+Y	HERBAL	1	1	1	1	NO	G407-E4447	0	Gib den Posten und den Posten am Zielort.
Y+K+AN	HERBAL	1	1	1	1	NO	G407-E0724	0	Gib den Posten in der bezeichneten Klasse.
Y+K+AR	BIOLOGICAL	1	1	1	1	NO	G407-E2262	0	Gib den Posten vom Ausgang.
Y+K+AR	HERBAL	1	1	1	1	NO	G407-E0776	0	Gib den Posten vom Ausgang.
Y+K+AR	PHARMA	1	1	1	1	NO	G407-E3898	0	Gib den Posten vom Ausgang.
Y+K+A_ADDR+K+Y	HERBAL	1	1	1	1	NO	G407-E0756	0	Gib den Posten und den Posten; gib den Posten und den Posten hier.
Y+K+CH+E+Y	CELESTIAL	2	1	1	1	NO	G407-E1008	0	Gib den Posten und den Posten; nimm den Posten und den Posten auf Grad I.
Y+K+CH+E+Y	PHARMA	1	1	1	1	NO	G407-E4018	0	Gib den Posten und den Posten; nimm den Posten und den Posten auf Grad I.
Y+K+CH+O	HERBAL	1	1	1	1	NO	G407-E0833	0	Gib den Posten; nimm den Posten als Ausführung.
Y+K+CH+OR	HERBAL	1	1	1	1	NO	G407-E0356	0	Gib den Posten und die Einheit; nimm den Posten und die Einheit.
Y+K+CH+Y	HERBAL	1	1	1	1	NO	G407-E0532	0	Gib den Posten und den Posten; nimm den Posten und den Posten.
Y+K+CHD+Y	PHARMA	1	1	1	1	NO	G407-E4166	0	Gib den Posten und den Posten; bearbeite den Posten und den Posten.
Y+K+E+DA+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3045	0	Gib den Posten und den Posten auf Grad I und auf der zweiten Stufe.
Y+K+E+DY	BIOLOGICAL	1	1	1	1	NO	G407-E3047	0	Gib den Posten auf Grad I; schließe den Schritt.
Y+K+E+O	PHARMA	1	1	1	1	NO	G407-E4348	0	Gib den Posten auf Grad I als Ausführung.
Y+K+E+O+DY	PHARMA	1	1	1	1	NO	G407-E4316	0	Gib den Posten auf Grad I als Ausführung; schließe den Schritt.
Y+K+E+O+D_ADDR+AIN	PHARMA	1	1	1	1	NO	G407-E4024	0	Gib den Posten und den Anteil auf Grad I als Ausführung hier.
Y+K+E+OL+OL	CELESTIAL	1	1	1	1	NO	G407-E1354	0	Weiter und Weiter: Gib den Posten auf Grad I.
Y+K+E+OR	PHARMA	1	1	1	1	NO	G407-E3840	0	Gib den Posten und die Einheit auf Grad I.
Y+K+E+SH+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3040	0	Gib den Posten und den Posten; halte den Posten und den Posten auf Grad I und auf Grad I.
Y+K+EE+D_ADDR+Y	BIOLOGICAL	2	2	1	1	NO	G407-E2742	0	Gib den Posten und den Posten auf Grad II hier.
Y+K+EE+OR	PHARMA	1	1	1	1	NO	G407-E3993	0	Gib den Posten und die Einheit auf Grad II.
Y+K+EE+S+AN	HERBAL	1	1	1	1	NO	G407-E0701	0	Gib den Posten; wähle den Posten auf Grad II in der bezeichneten Klasse.
Y+K+EE+Y	BIOLOGICAL	3	3	1	1	NO	G407-E1451	0	Gib den Posten und den Posten auf Grad II.
Y+K+EE+Y	CELESTIAL	1	1	1	1	NO	G407-E1304	0	Gib den Posten und den Posten auf Grad II.
Y+K+EE+Y	PHARMA	1	1	1	1	NO	G407-E4049	0	Gib den Posten und den Posten auf Grad II.
Y+K+EEE+Y	PHARMA	1	1	1	1	NO	G407-E3917	0	Gib den Posten und den Posten auf Grad III.
Y+K+O+AIIN	CELESTIAL	1	1	1	1	NO	G407-E0999	0	Gib den Posten und den Wert als Ausführung.
Y+K+OL	BIOLOGICAL	1	1	1	1	NO	G407-E2995	0	Weiter: Gib den Posten.
Y+K+OL	HERBAL	2	1	1	1	NO	G407-E0524	0	Weiter: Gib den Posten.
Y+K+OL+Y	CELESTIAL	2	1	1	1	NO	G407-E1361	0	Weiter: Gib den Posten und den Posten.
Y+K+OL+Y	HERBAL	1	1	1	1	NO	G407-E0437	0	Weiter: Gib den Posten und den Posten.
Y+K+OR	CELESTIAL	2	2	1	1	NO	G407-E0936	0	Gib den Posten und die Einheit.
Y+K+OR	HERBAL	1	1	1	1	NO	G407-E0391	0	Gib den Posten und die Einheit.
Y+K+Y	CELESTIAL	1	1	1	1	NO	G407-E1056	0	Gib den Posten und den Posten.
Y+K+Y	HERBAL	3	2	1	1	NO	G407-E0381	0	Gib den Posten und den Posten.
Y+K+Y+CH+Y	HERBAL	1	1	1	1	NO	G407-E0328	0	Gib den Posten, den Posten und den Posten; nimm den Posten, den Posten und den Posten.
Y+L	PHARMA	1	1	1	1	NO	G407-E4128	0	Posten über die Verbindung.
Y+LOCAL_CHAR_F+OL+AIIN	PHARMA	1	1	1	1	NO	G407-E3974	0	Weiter: Wert des Postens mit der lokalen Variante.
Y+O+AR	HERBAL	1	1	1	1	NO	G407-E0523	0	Führe den Posten aus vom Ausgang.
Y+O+DY	PHARMA	1	1	1	1	NO	G407-E4232	0	Führe den Posten aus; schließe den Schritt.
Y+OK+E+O+D_ADDR+Y	PHARMA	1	1	1	1	NO	G407-E3836	0	Setze den Posten und den Posten auf Grad I als Ausführung hier.
Y+OK+EE+OL	PHARMA	1	1	1	1	NO	G407-E4323	0	Weiter: Setze den Posten auf Grad II.
Y+OL	HERBAL	1	1	1	1	NO	G407-E0653	0	Weiter: Posten.
Y+P+AIR	CELESTIAL	1	1	1	1	NO	G407-E0998	0	Setze den Posten entlang der Bahn ein.
Y+P+AIR	HERBAL	1	1	1	1	NO	G407-E0477	0	Setze den Posten entlang der Bahn ein.
Y+P+CH	HERBAL	1	1	1	1	NO	G407-E0221	0	Setze den Posten ein; nimm den Posten.
Y+P+CH+Y	HERBAL	1	1	1	1	NO	G407-E0476	0	Setze den Posten und den Posten ein; nimm den Posten und den Posten.
Y+P+O+D_ADDR	HERBAL	1	1	1	1	NO	G407-E0448	0	Setze den Posten ein als Ausführung hier.
Y+SH+E+DY	BIOLOGICAL	2	1	1	1	NO	G407-E1769	0	Halte den Posten auf Grad I; schließe den Schritt.
Y+SH+E+O+D_ADDR	PHARMA	1	1	1	1	NO	G407-E3976	0	Halte den Posten auf Grad I als Ausführung hier.
Y+SH+E+OR	BIOLOGICAL	1	1	1	1	NO	G407-E1611	0	Halte den Posten und die Einheit auf Grad I.
Y+SH+E+Y	BIOLOGICAL	2	2	1	1	NO	G407-E1857	0	Halte den Posten und den Posten auf Grad I.
Y+SH+E+Y	CELESTIAL	1	1	1	1	NO	G407-E1015	0	Halte den Posten und den Posten auf Grad I.
Y+SH+E+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0055	0	Halte den Posten und den Posten auf Grad I.
Y+SH+EE+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2704	0	Halte den Posten und den Posten auf Grad II.
Y+SH+EE+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0190	0	Halte den Posten und den Posten auf Grad II.
Y+SH+OR	PHARMA	1	1	1	1	NO	G407-E4089	0	Halte den Posten und die Einheit.
Y+T	HERBAL	1	1	1	1	NO	G407-E0853	0	Stelle den Posten ein.
Y+T+AIIN	BIOLOGICAL	1	1	1	1	NO	G407-E3608	0	Stelle den Posten und den Wert ein.
Y+T+AIIN	HERBAL	1	1	1	1	NO	G407-E0772	0	Stelle den Posten und den Wert ein.
Y+T+AIN	BIOLOGICAL	2	2	1	1	NO	G407-E1479	0	Stelle den Posten und den Anteil ein.
Y+T+AIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0076	0	Stelle den Posten und den Anteil ein.
Y+T+AL	BIOLOGICAL	2	2	1	1	NO	G407-E2099	0	Stelle den Posten am Zielort ein.
Y+T+AL+CH+O+S	CELESTIAL	1	1	1	1	NO	G407-E1001	0	Stelle den Posten ein; nimm den Posten; wähle den Posten am Zielort als Ausführung.
Y+T+AR	BIOLOGICAL	1	1	1	1	NO	G407-E2902	0	Stelle den Posten vom Ausgang ein.
Y+T+A_ADDR+S+AL	HERBAL	1	1	1	1	NO	G407-E4457	0	Stelle den Posten ein; wähle den Posten am Zielort hier.
Y+T+CHD+Y	HERBAL	1	1	1	1	NO	G407-E4476	0	Stelle den Posten und den Posten ein; bearbeite den Posten und den Posten.
Y+T+E+DY	BIOLOGICAL	4	1	1	1	NO	G407-E3036	0	Stelle den Posten ein auf Grad I; schließe den Schritt.
Y+T+E+O+DY	CELESTIAL	1	1	1	1	NO	G407-E1042	0	Stelle den Posten ein auf Grad I als Ausführung; schließe den Schritt.
Y+T+E+O+OR	CELESTIAL	1	1	1	1	NO	G407-E0934	0	Stelle den Posten und die Einheit ein auf Grad I als Ausführung.
Y+T+E+O+S_ADDR	CELESTIAL	1	1	1	1	NO	G407-E0963	0	Stelle den Posten ein auf Grad I als Ausführung hier.
Y+T+EE+Y	CELESTIAL	1	1	1	1	NO	G407-E1384	0	Stelle den Posten und den Posten ein auf Grad II.
Y+T+EE+Y	HERBAL	1	1	1	1	NO	G407-E0697	0	Stelle den Posten und den Posten ein auf Grad II.
Y+T+O	CELESTIAL	1	1	1	1	NO	G407-E0935	0	Stelle den Posten ein als Ausführung.
Y+T+O	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0136	0	Stelle den Posten ein als Ausführung.
Y+T+O+DY	CELESTIAL	1	1	1	1	NO	G407-E0941	0	Stelle den Posten ein als Ausführung; schließe den Schritt.
Y+T+O+E+O+P+CH+E+Y	CELESTIAL	1	1	1	1	NO	G407-E0966	0	Stelle den Posten und den Posten ein; setze den Posten und den Posten ein; nimm den Posten und den Posten auf Grad I und auf Grad I als Ausführung.
Y+T+O+IIN	HERBAL	1	1	1	1	NO	G407-E0297	0	Stelle den Posten ein auf der bezeichneten Stufe als Ausführung.
Y+T+OK+Y	HERBAL	1	1	1	1	NO	G407-E0321	0	Stelle den Posten und den Posten ein; setze den Posten und den Posten.
Y+T+OL	HERBAL	1	1	1	1	NO	G407-E0560	0	Weiter: Stelle den Posten ein.
Y+T+OR	CELESTIAL	1	1	1	1	NO	G407-E0955	0	Stelle den Posten und die Einheit ein.
Y+T+SH+E+DY	HERBAL	1	1	1	1	NO	G407-E4496	0	Stelle den Posten ein; halte den Posten auf Grad I; schließe den Schritt.
Y+T+Y	HERBAL	6	4	1	1	NO	G407-E0241	0	Stelle den Posten und den Posten ein.
Y+T+Y	PHARMA	1	1	1	1	NO	G407-E4175	0	Stelle den Posten und den Posten ein.
Y+Y	HERBAL	1	1	1	1	NO	G407-E0557	0	Äußerer Posten; innerer Posten.
Y+Y	PHARMA	2	2	2	2	YES	G407-E3876	1	Äußerer Posten; innerer Posten.
