state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt566_selected_clause_de	owner_voice_working_clause_de	owner_bound_control_clause_de	owner_voice_changed	owner_voice_equals_owner_bound	adapter_card_count	adapter_card_ids	outer_template_id	structural_template_id	state_atom_alignment	guard
1508	G515-E0039	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	qotaiin	OT+AIIN	Danach: nimm den Wert.	Danach: nimm den Arbeitswert.	Danach: im laufenden Satz nimm den Arbeitswert.	YES	NO	1	GDT567-A06	GDT565-O05	GDT565-T139	1:OT=danach | 2:AIIN=den Wert	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1509	G515-E0040	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	cthol	CH+T+OL	Weiter: nimm den Wert und stelle den Wert ein.	Weiter: nimm den Arbeitswert und stelle den Arbeitswert ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; führe fort.	YES	NO	1	GDT567-A06	GDT565-O05	GDT565-T094	1:CH=nehmen | 2:T=einstellen | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1510	G515-E0044	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	shol	SH+OL	Weiter: halte die Einheit.	Weiter: halte die Arbeitseinheit.	Halte die Arbeitseinheit [wie zuvor]; führe fort.	YES	NO	1	GDT567-A08	GDT565-O05	GDT565-T072	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1511	G515-E0045	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	shol	SH+OL	Weiter: halte die Einheit.	Weiter: halte die Arbeitseinheit.	Halte die Arbeitseinheit [wie zuvor]; führe fort.	YES	NO	1	GDT567-A08	GDT565-O05	GDT565-T072	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1512	G515-E0047	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	cpholdy	CH+P+OL+DY	Weiter: nimm den Posten und setze den Posten ein; abschließen.	Weiter: nimm den Pflanzenposten und setze den Pflanzenposten ein; schließe den Schritt.	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; führe fort; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O06	GDT565-T115	1:CH=nehmen | 2:P=einsetzen | 3:OL=weiter | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1513	G515-E0055	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	shyshol	SH+Y+SH+OL	Weiter: halte den Posten und halte den Posten.	Weiter: halte den Pflanzenposten und halte den Pflanzenposten.	Halte den Pflanzenposten und halte den Pflanzenposten; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T094	1:SH=halten | 2:Y=den Posten | 3:SH=halten | 4:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1514	G515-E0057	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	qotchoiin	OT+CH+O+IIN	Danach: nimm den Wert; zur Ausführung; auf der Stufe.	Danach: nimm den Arbeitswert; zur Ausführung; auf der Stufe.	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	YES	NO	1	GDT567-A06	GDT565-O03	GDT565-T124	1:OT=danach | 2:CH=nehmen | 3:O=zur Ausführung | 4:IIN=auf der Stufe	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1515	G515-E0059	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	qoty	OT+Y	Danach: halte den Posten.	Danach: halte den Pflanzenposten.	Danach: im laufenden Satz halte den Pflanzenposten.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1516	G515-E0072	G515-S006	f20v	HERBAL	F20V_WHOLE_PLANT	choldy	OL+Y	Weiter: setze den Posten ein.	Weiter: setze den Pflanzenposten ein.	Im laufenden Satz setze den Pflanzenposten ein; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1517	G515-E0073	G515-S006	f20v	HERBAL	F20V_WHOLE_PLANT	opydy	O+P+Y+DY	Setze den Posten ein; zur Ausführung; abschließen.	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	YES	YES	2	GDT567-A05|GDT567-A39	GDT565-O01	GDT565-T006	1:O=zur Ausführung | 2:P=einsetzen | 3:Y=den Posten | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1518	G515-E0078	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	chol	OL	Weiter: nimm den Posten.	Weiter: nimm den Pflanzenposten.	Im laufenden Satz nimm den Pflanzenposten [wie zuvor]; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1519	G515-E0081	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	otol	OT+OL	Danach: stelle den Posten ein; weiterführen.	Danach: stelle den Pflanzenposten ein; weiterführen.	Danach: im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	YES	NO	1	GDT567-A05	GDT565-O06	GDT565-T167	1:OT=danach | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1520	G515-E0082	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	chol	OL	Weiter: stelle den Posten ein.	Weiter: stelle den Pflanzenposten ein.	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1521	G515-E0084	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	oty	OT+Y	Danach: nimm den Posten.	Danach: nimm den Pflanzenposten.	Danach: im laufenden Satz nimm den Pflanzenposten.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1522	G515-E0087	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	kchol	K+OL	Weiter: gib den Posten.	Weiter: gib den Pflanzenposten.	Gib den Pflanzenposten [wie zuvor] zu; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:K=geben | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1523	G515-E0088	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	shol	SH+OL	Weiter: halte den Posten.	Weiter: halte den Pflanzenposten.	Halte den Pflanzenposten [wie zuvor]; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1524	G515-E0090	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	qoty	OT+Y	Danach: stelle den Posten ein.	Danach: stelle den Pflanzenposten ein.	Danach: im laufenden Satz stelle den Pflanzenposten ein.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1525	G515-E0092	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	tolshy	T+OL+SH+Y	Weiter: stelle den Posten ein und halte den Posten.	Weiter: stelle den Pflanzenposten ein und halte den Pflanzenposten.	Stelle den Pflanzenposten ein und halte den Pflanzenposten; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T094	1:T=einstellen | 2:OL=weiter | 3:SH=halten | 4:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1526	G515-E0093	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	qotchy	OT+Y	Danach: halte den Posten.	Danach: halte den Pflanzenposten.	Danach: im laufenden Satz halte den Pflanzenposten.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1527	G515-E0097	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	shol	SH+OL	Weiter: halte den Wert.	Weiter: halte den Arbeitswert.	Halte den Arbeitswert [wie zuvor]; führe fort.	YES	NO	1	GDT567-A06	GDT565-O05	GDT565-T072	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1528	G515-E0099	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	tshol	T+SH+OL	Weiter: stelle ein und halte.	Weiter: stelle ein und halte.	Stelle ein und halte; führe fort.	NO	NO	0	NONE	GDT565-O05	GDT565-T078	1:T=einstellen | 2:SH=halten | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1529	G515-E0100	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	folchol	LOCAL_CHAR_F+OL+OL	Weiter: halte; hier; nochmals weiterführen.	Weiter: halte; an der bezeichneten Stelle; nochmals weiterführen.	Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort.	YES	NO	1	GDT567-A38	GDT565-O04	GDT565-T116	1:LOCAL_CHAR_F=hier | 2:OL=weiter | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1530	G515-E0101	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	otor	OT+OR	Danach: halte die Einheit.	Danach: halte die Arbeitseinheit.	Danach: im laufenden Satz halte die Arbeitseinheit.	YES	NO	1	GDT567-A08	GDT565-O05	GDT565-T139	1:OT=danach | 2:OR=die Einheit	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1531	G515-E0102	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	shol	SH+OL	Weiter: halte die Einheit.	Weiter: halte die Arbeitseinheit.	Halte die Arbeitseinheit [wie zuvor]; führe fort.	YES	NO	1	GDT567-A08	GDT565-O05	GDT565-T072	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1532	G515-E0105	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	otchy	OT+CH+Y	Danach: nimm den Posten.	Danach: nimm den Pflanzenposten.	Danach: nimm den Pflanzenposten.	YES	YES	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:CH=nehmen | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1533	G515-E0136	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	chol	OL	Weiter: stelle den Posten ein.	Weiter: stelle den Pflanzenposten ein.	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1534	G515-E0138	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	qoty	OT+Y	Danach: halte den Posten.	Danach: halte den Pflanzenposten.	Danach: im laufenden Satz halte den Pflanzenposten.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1535	G515-E0142	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	chol	OL	Weiter: stelle den Posten ein.	Weiter: stelle den Pflanzenposten ein.	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1536	G515-E0149	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	ol	OL	Weiter: setze den Posten.	Weiter: setze den Pflanzenposten.	Im laufenden Satz setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; führe fort.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1537	G515-E0160	G515-S009	f31r	HERBAL	F31R_WHOLE_PLANT	okeedy	OK+EE+DY	Setze den Wert; auf Grad II; abschließen.	Setze den Arbeitswert; auf Grad II; schließe den Schritt.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A06|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1538	G515-E0175	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	qotar	OT+AR	Danach: wähle den Wert; vom Ausgang.	Danach: wähle den Arbeitswert; vom Ausgangsmaterial.	Danach: im laufenden Satz wähle den Arbeitswert [wie zuvor]; vom Ausgangsmaterial.	YES	NO	2	GDT567-A06|GDT567-A25	GDT565-O03	GDT565-T140	1:OT=danach | 2:AR=vom Ausgang	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1539	G515-E0182	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	keeol	K+EE+OL	Weiter: gib den Posten; auf Grad II.	Weiter: gib den Pflanzenposten; auf Grad II.	Gib den Pflanzenposten [wie zuvor] zu; auf Grad II; führe fort.	YES	NO	1	GDT567-A05	GDT565-O03	GDT565-T064	1:K=geben | 2:EE=auf Grad II | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1540	G515-E0189	G515-S011	f31r	HERBAL	F31R_WHOLE_PLANT	qokedy	OK+E+DY	Setze den Posten; auf Grad I; abschließen.	Setze den Pflanzenposten; auf Grad I; schließe den Schritt.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1541	G515-E0190	G515-S012	f31r	HERBAL	F31R_WHOLE_PLANT	qotedy	OT+E+DY	Danach: auf Grad I; abschließen.	Danach: auf Grad I; schließe den Schritt.	Danach: auf Grad I; schließe den Schritt.	YES	YES	1	GDT567-A39	GDT565-O10	GDT565-T162	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1542	G515-E0199	G515-S013	f31r	HERBAL	F31R_WHOLE_PLANT	sheol	SH+E+OL	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Pflanzenposten; auf Grad I.	Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort.	YES	NO	1	GDT567-A05	GDT565-O03	GDT565-T064	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1543	G515-E0200	G515-S013	f31r	HERBAL	F31R_WHOLE_PLANT	qokedy	OK+E+DY	Setze den Posten; auf Grad I; abschließen.	Setze den Pflanzenposten; auf Grad I; schließe den Schritt.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1544	G515-E0203	G515-S014	f31r	HERBAL	F31R_WHOLE_PLANT	ldy	L+DY	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Pflanzenposten; über die Verbindung im Pflanzenartikel; schließe den Schritt.	Im laufenden Satz bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; schließe den Schritt.	YES	NO	3	GDT567-A05|GDT567-A26|GDT567-A39	GDT565-O01	GDT565-T024	1:L=über die Verbindung | 2:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1545	G515-E0204	G515-S015	f31r	HERBAL	F31R_WHOLE_PLANT	shedy	SH+E+DY	Halte; auf Grad I; abschließen.	Halte; auf Grad I; schließe den Schritt.	Halte; auf Grad I; schließe den Schritt.	YES	YES	1	GDT567-A39	GDT565-O01	GDT565-T002	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1546	G515-E0205	G515-S016	f31r	HERBAL	F31R_WHOLE_PLANT	qokedy	OK+E+DY	Setze; auf Grad I; abschließen.	Setze; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	YES	NO	1	GDT567-A39	GDT565-O01	GDT565-T002	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1547	G515-E0214	G515-S017	f31r	HERBAL	F31R_WHOLE_PLANT	okeol	OK+E+OL	Weiter: setze den Posten; auf Grad I.	Weiter: setze den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; führe fort.	YES	NO	1	GDT567-A05	GDT565-O03	GDT565-T064	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1548	G515-E0215	G515-S018	f31r	HERBAL	F31R_WHOLE_PLANT	tol	T+OL	Weiter: stelle ein.	Weiter: stelle ein.	Stelle ein; führe fort.	NO	NO	0	NONE	GDT565-O05	GDT565-T054	1:T=einstellen | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1549	G515-E0217	G515-S018	f31r	HERBAL	F31R_WHOLE_PLANT	okedy	OK+E+DY	Setze; auf Grad I; abschließen.	Setze; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	YES	NO	1	GDT567-A39	GDT565-O01	GDT565-T002	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1550	G515-E0218	G515-S019	f31r	HERBAL	F31R_WHOLE_PLANT	okedy	OK+E+DY	Setze; auf Grad I; abschließen.	Setze; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	YES	NO	1	GDT567-A39	GDT565-O01	GDT565-T002	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1551	G515-E0219	G515-S020	f31r	HERBAL	F31R_WHOLE_PLANT	qokedy	OK+E+DY	Setze; auf Grad I; abschließen.	Setze; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	YES	NO	1	GDT567-A39	GDT565-O01	GDT565-T002	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1552	G515-E0220	G515-S021	f31r	HERBAL	F31R_WHOLE_PLANT	qokeedy	OK+EE+DY	Setze; auf Grad II; abschließen.	Setze; auf Grad II; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad II; schließe den Schritt.	YES	NO	1	GDT567-A39	GDT565-O01	GDT565-T002	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1553	G515-E0223	G515-S022	f31r	HERBAL	F31R_WHOLE_PLANT	olsheol	OL+K+E+OL	Weiter: gib den Posten; auf Grad I; nochmals weiterführen.	Weiter: gib den Pflanzenposten; auf Grad I; nochmals weiterführen.	Gib den Pflanzenposten [wie zuvor] zu; auf Grad I; führe 2-mal fort.	YES	NO	1	GDT567-A05	GDT565-O04	GDT565-T117	1:OL=weiter | 2:K=geben | 3:E=auf Grad I | 4:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1554	G515-E0234	G515-S022	f31r	HERBAL	F31R_WHOLE_PLANT	okedy	OK+E+DY	Setze den Posten; auf Grad I; abschließen.	Setze den Pflanzenposten; auf Grad I; schließe den Schritt.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1555	G515-E0238	G515-S023	f31r	HERBAL	F31R_WHOLE_PLANT	olsheor	OL+SH+E+OR	Weiter: halte die Einheit; auf Grad I.	Weiter: halte die Arbeitseinheit; auf Grad I.	Halte die Arbeitseinheit; auf Grad I; führe fort.	YES	NO	1	GDT567-A08	GDT565-O03	GDT565-T064	1:OL=weiter | 2:SH=halten | 3:E=auf Grad I | 4:OR=die Einheit	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1556	G515-E0239	G515-S023	f31r	HERBAL	F31R_WHOLE_PLANT	qoekedy	CARRIER_Q+O+E+K+E+DY	Gib die Einheit; am Beginn; zur Ausführung; auf Grad I; auf Grad I; abschließen.	Gib die Arbeitseinheit; am Beginn; zur Ausführung; auf Grad I; auf Grad I; schließe den Schritt.	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	YES	NO	2	GDT567-A08|GDT567-A39	GDT565-O01	GDT565-T008	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:E=auf Grad I | 4:K=geben | 5:E=auf Grad I | 6:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1557	G515-E0240	G515-S024	f31r	HERBAL	F31R_WHOLE_PLANT	otedy	OT+E+DY	Danach: auf Grad I; abschließen.	Danach: auf Grad I; schließe den Schritt.	Danach: auf Grad I; schließe den Schritt.	YES	YES	1	GDT567-A39	GDT565-O10	GDT565-T162	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1558	G515-E0241	G515-S025	f31r	HERBAL	F31R_WHOLE_PLANT	ykedy	Y+K+E+DY	Gib den Posten; auf Grad I; abschließen.	Gib den Pflanzenposten; auf Grad I; schließe den Schritt.	Gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O01	GDT565-T012	1:Y=den Posten | 2:K=geben | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1559	G515-E0247	G515-S026	f31r	HERBAL	F31R_WHOLE_PLANT	okeedy	OK+EE+DY	Setze den Wert; auf Grad II; abschließen.	Setze den Arbeitswert; auf Grad II; schließe den Schritt.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A06|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1560	G515-E0249	G515-S027	f31r	HERBAL	F31R_WHOLE_PLANT	sheol	SH+E+OL	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Pflanzenposten; auf Grad I.	Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort.	YES	NO	1	GDT567-A05	GDT565-O03	GDT565-T064	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1561	G515-E0252	G515-S027	f31r	HERBAL	F31R_WHOLE_PLANT	oteor	OT+E+OR	Danach: setze die Einheit; auf Grad I.	Danach: setze die Arbeitseinheit; auf Grad I.	Danach: im laufenden Satz setze die Arbeitseinheit im Arbeitsgang an; auf Grad I.	YES	NO	1	GDT567-A08	GDT565-O03	GDT565-T127	1:OT=danach | 2:E=auf Grad I | 3:OR=die Einheit	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1562	G515-E0301	G515-S028	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	oteedy	OT+EE+DY	Danach: setze den Wert ein; auf Grad II; abschließen.	Danach: setze den Kennwert ein; auf Grad II; schließe den Schritt.	Danach: im laufenden Satz setze den Kennwert [wie zuvor] ein; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A02|GDT567-A39	GDT565-O04	GDT565-T157	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1563	G515-E0302	G515-S029	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	opchedy	O+P+CHD+DY	Setze ein und bearbeite; zur Ausführung; abschließen.	Setze ein und bearbeite; zur Ausführung; schließe den Schritt.	Setze ein und bearbeite; zur Ausführung; schließe den Schritt.	YES	YES	1	GDT567-A39	GDT565-O01	GDT565-T029	1:O=zur Ausführung | 2:P=einsetzen | 3:CHD=bearbeiten | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
